block_id,len_chars,est_sentences,preview
803,1626,14,"Kohli's playing style is widely regarded as aggressive, a trait that extends to his leadership on the field. Kohli is kn"
804,1971,38,"It will be remembered that in the month of October, 1897, reports were received here of the probable loss of the whaling"
805,1556,18,"Al Ain (Arabic: العين) is a city in the United Arab Emirates. The city name literally means ""the spring"" or ""the eye"" in"
806,2360,25,Original settlers of the Christchurch region were Moa Hunters. These settlers hunted the moa out of existence by about t
807,1670,15,Arguments between the farming-based South and industrial North over the growth of the institution of slavery and states'
808,1559,27,"Fawzi was born in a village near Quwaysina, Monufia Governorate. His father graduated from al'Ulum and the Shari'a Judge"
809,1934,13,A capacitor is a very common electrical circuit device that can store electrical energy as charge. It works based on the
810,1659,15,Maroon Berets are all recruited from high rank Army officers who volunteer to join. Each recruit must have at least serv
811,1943,13,"Early on September 13, a low pressure area formed northeast of the Northern Mariana Islands. The system gradually drifte"
812,2171,12,"The Jodhra tribe converted to Islam in the hand of Mahmud of Ghazni, they came to Attock in the end 16th Century and got"
813,1673,25,The common toad usually moves by walking rather slowly or in short jumps using all four legs. It spends the day hiding. 
814,1727,13,"Kathiababa Ka Sthan is located on Vrindavan Gurukul Road, Mathura District, Uttar Pradesh, India. The architectural styl"
815,1933,13,"On the eve of World War I in 1914, around two million Armenians lived in Anatolia out of a total population of 15–17.5 m"
816,2175,20,"The second edition of ""Arkzin"" ran for 93 issues, the first of which appeared on April 1st 1992. Initially a monthly, st"
817,1833,13,"By early on October 17, the outer rainbands, which had previously controlled the structure of the cyclone, dissipated, w"
818,1669,22,"According to beliefs, Goddess Yumjao Leima is the divine representation of the (Royal Mother) of the kingdom. All the po"
819,1772,21,"Jai is fired from the case, but is encouraged by Ali to prove Sahir's guilt. Jai eventually finds out about Samar, and s"
820,2192,16,"In August 2013, fueled by resentment over his broken ankle and repeated rejections from women, Rodger concluded that his"
821,1656,14,"The next match of the evening was the fourth-yearly Money in the Bank ladder match, featuring Chris Jericho, Mr. Kennedy"
822,1528,13,"EMI Latin believed Selena should release a crossover album, believing she had reached her peak in the Spanish-language m"
823,1503,10,"Two American nightclub owners from New York City, Travis (John Travolta) and Wendell (Arye Gross) are drugged and kidnap"
824,1820,26,"Sogahata was born in Kashima on August 2, 1979. He joined J1 League club Kashima Antlers based in his local from youth t"
825,1583,13,"In 2022, Iran had a dress-code which specified what kinds of clothes were acceptable in public, and which ones were not."
826,1731,26,"When he started the Marathon of Hope, Fox had to run through very bad weather. He ran through strong wind, rain, and sno"
827,1764,14,"In 2017,the Syrian National Army was formed, the group was named the ""Turkish-Backed Syrian Free Army"". A lot of the Fre"
828,1904,10,"Antonio Prohias (January 17, 1921 – February 24, 1998) was a Cuban-born cartoonist. He is best known as the creator of S"
829,1626,27,Judith returned to France the widow of her own stepson. To avoid scandal her father was keeping her under close guard at
830,1648,17,"The ""hand cannon"" was first used in China in 1288. From this early beginning and a number of different guns, the smoothb"
831,1773,20,An erection () most often refers to an erection of the penis. Erections sometimes occur in the male fetus (the body befo
832,1924,14,"While British Columbia was ""technically"" a British colony, it was the private corporation, the Hudson's Bay Company (HBC"
833,1809,18,The reunion dinners on the day before Chinese New Year are often the largest and most expensive of the year. Some famili
834,1765,11,"Despite moderate wind shear, convection soon wrapped around the southeastern side of the low-level circulation. By 21:00"
835,1523,16,"In this book Eragon, with his dragon Saphira visits the elf city Ellesmera to complete his training. He is accompanied b"
836,1633,13,"Since 1947, there have been 14 different prime ministers. The first few decades after 1947 saw the Indian National Congr"
837,1789,13,The words of Muranaga's citation explain: Private First Class Kiyoshi K. Muranaga distinguished himself by extraordinary
838,1699,14,In 1847 pioneer Jane Dillworth held the first classes in her tent for the children of the first LDS families. In the las
839,1725,17,"Between 1964 and 1977, Carlos Alberto Torres was capped 53 times and scored eight goals with Brazil. In 1966, he was on "
840,1682,25,"The conflict started as a small insurgency. It spread to most parts of the area within a year. By the summer of 2019, th"
841,1901,12,"The balance of power was shifted in favour of anti-Communists in December 1965, when personnel from both the Army Para-c"
842,1647,12,"In the ""Mario Kart"" series, players compete in go-kart races, controlling one of a selection of characters from the ""Mar"
843,1734,15,The Commonwealth of Independent States (CIS) is the confederation of countries that used to form the Soviet Union. On De
844,1546,15,"The University of Kansas started a men's basketball program in 1898, following Naismith's arrival. This was only six yea"
845,1579,22,"Schistosomiasis, also known as snail fever and bilharzia, is a disease caused by parasitic flatworms called schistosomes"
846,1858,10,"During Comic-Con 2009, numerous sixth-season reports were made. Carlton Cuse stated both the time travel and flash-forwa"
847,1522,23,"Many prime-time programs of the 1970s were run by independent producers, often in association with a major Hollywood stu"
848,1703,15,"The Fertile Crescent (an area now mostly in Iraq, Syria and Turkey) was the first place where humans learned to farm. Ch"
849,1532,12,"In Chicago at the time of the 1893 World's Columbian Exposition, Holmes opened a hotel which he had designed and built f"
850,1751,14,Unit 731 was a biological and chemical warfare research and development unit of the Imperial Japanese Army. It engaged i
851,1714,11,From 1973 until 1997 the Hill Tracts area was the scene of a guerrilla war between the Bangladeshi army and the Shanti B
852,1914,25,"Having had command of the Army of the Potomac for only three days, and having to deal with a Confederate army which had "
853,2168,20,"When he was 14, Nostradamus succesfully passed the test and was accepted to attend the University of Avignon. He attende"
854,1697,23,EXO is a boy group of South Korea formed by S.M. Entertainment in 2011. At the beginning of 2012 it was formed completel
855,1566,7,"Around 1933–1934, the Yadavs joined with the Kurmis and Koeris to form the Triveni Sangh, a caste federation that by 193"
856,1621,18,"Another popular practice on Čahāršanba-sūrī is fortune telling from a jug (fāl-e kūza, fāl-e bolūnī), usually one with a"
857,1654,14,"During the Belgian Grand Prix, Verstappen collided with Räikkönen at the first corner, pushed Vettel, Räikkönen and Pére"
858,2111,14,"Candace Flynn is having an unusually good day, but then she finds out that her brother Phineas Flynn and stepbrother Fer"
859,1686,15,The trio enter the Underworld and cross the River Styx. Persephone takes them to Hades. Percy tries to explain to Hades 
860,1590,14,Slenderman was created during a contest on the Something Awful forums in June 2009. The goal was to change photographs u
861,1517,11,Warded locks are the simplest locks to pick and are picked by inserting a warded lock pick (also called a skeleton key) 
862,1643,13,"According to Mihran Prgiç Gültekin, the head of the Union of Dersim Armenians, around 75% of the population in villages "
863,2366,18,"In several colonies, the establishment ceased to exist in practice at the Revolution, about 1776; this is the date of le"
864,1776,13,"In 1931, Hugo Cabret is a 12-year-old boy who lives with his father, a widowed, but kind and devoted master clockmaker i"
865,2162,15,"Cruithne is in a normal elliptic orbit around the Sun. Its period of revolution around the Sun, about 364 days at presen"
866,1586,16,Angeline and Heidi share a deep bond of friendship ever since Heidi was orphaned and was taken under the custody of Ange
867,1602,12,"Horrified by his actions, Kenai runs away in guilt, but Koda follows him. Upset, he confesses to Koda that he killed his"
868,1552,14,"Perugia was an Umbrian settlement but first appears in written history as ""Perusia"", one of the twelve confederate citie"
869,1550,8,"Kurapika is the sole survivor of the Kurta clan, an ethnic group whose irises that turn scarlet in emotional stress, who"
870,1864,16,The city of Lancaster has several museums that preserve its important contributions to society. The Demuth Museum is in 
871,1900,13,"The Río Branco Cup unfolded in three matches, with Matías González playing all of them, repeating in the first two the d"
872,1892,11,Firefighters are based at and respond to emergency situations from a Fire Station (Also Known As a Firehouse or Firehall
873,1518,8,"After Beamer urges the passengers to take action, Glick leads the group against a stunned Haznawi. Haznawi is tackled an"
874,2015,19,"The anise hyssop, ""Agastache foeniculum"" (also called blue giant hyssop) is a very different plant and not a close relat"
875,1749,35,"1. ""Intro""  0:33 2. ""Beware""  Christopher Rios Jerry Tineo JuJu 3:15 3. ""Super Lyrical"" (featuring Black Thought)  Rios "
876,1509,21,"The ""Bismarck"" and ""Tirpitz"" were planned in the mid-1930s by the German Kriegsmarine to counter France and its own nava"
877,1896,22,"Arlene, the first storm of the season, formed near Honduras on June 8 and moved north. It came close to western Cuba on "
878,1575,17,"""Make it Rain"" which features rapper Rowdy Rebel. He was in prison at the time and had to record his verse by telephone."
879,1672,15,"Alan is the son of the late Taiwanese stuntman-actor Blackie Ke. For his father, he wrote two songs, each in one of his "
880,1662,19,The Julian calendar has two types of year: common years of 365 days and leap years of 366 days. There is a simple cycle 
881,1645,16,McClellan had remained in command of the Army of the Potomac even though he had failed to support Major General John Pop
882,1547,9,"Within Afghanistan, the Astor Markhor is limited to the east in the high and mountainous monsoon forests of Laghman and "
883,1556,23,Delhi has the second largest Muslim population (12.86%) within Delhi State. Muhammad Ghori invaded India in 1175 A.D. Af
884,1672,12,Tom & Jerry (marketed as Tom and Jerry: The Movie) is an 2021 American live-action/animated slapstick comedy adventure m
885,1549,20,"46. Magic: Stanley reunites with his high school crush, Davida Steelmine, who is now working as a magician who uses her "
886,1738,21,When Leo XIII became pope in 1878 he tried to calm Church-State relations. In 1884 he told French bishops not to act in 
887,1892,16,"Darwin noticed that although young plants or animals are very similar to their parents, no two are exactly the same and "
888,1553,10,"During the season, Cavendish developed a remarkable partnership with his leadout man, Mark Renshaw. Continuing his run o"
889,1584,13,Oddworld: Abe's Exoddus was the second game in the series . It was released in November 1998 for the PlayStation video g
890,1936,10,"On 30 January 1948 BSAA G-AHNP ""Star Tiger"" was lost due to unknown causes while flying from Lisbon, Portugal to Bermuda"
891,1702,11,Other experimental observations can be explained by combining the overall expansion of space with nuclear physics and at
892,2322,17,"The 13 states are based on historical Malay Kingdoms. 9 of the 13 states, known as the Malay States, retain their royal "
893,1697,19,"Ruwen played first international in 2002. He's a modern defender, so he uses long pips and an attacking rubber on the fo"
894,1581,11,George goes to Nico's apartment and she discovers an address inside the clown's nose for the costume shop where it was p
895,2395,22,"In the middle of the 20th century, the Ba'ath parties were ruling both in Syria and Iraq. The ideology behind Ba'athism "
896,1888,34,"Abel sends his informant, Clarence Darlington, to trash the couple's home in yet another effort of forcing them out. Lis"
897,2117,12,The main event scripted into Vengeance was between D-Generation X (DX) Triple H and Shawn Michaels versus the Spirit Squ
898,1587,11,Chatterjee was killed on 7 August 2015. A group of about six men armed with machetes attacked him at his home in the Gor
899,2187,21,"Sidney, Jerry and Tom go back to the campus and find Derek in the auditorium tied to a crucifix, his mouth gagged with d"
900,1664,13,Zhang uses gardening sands he has in his pocket to escape the situation. Yang discovers an informant among the crew and 
901,2350,20,"The medical faculty of the Leipzig University was founded in 1415, a few years after the university itself was founded i"
902,2058,22,"In the late 1950s and early 1960s, sports were becoming more important to people. So, psychology of sports was more acce"
903,1773,10,"After Raiden reset the timeline in Mortal Kombat (2009), Quan Chi is present at the Shaolin Tournament from the outset, "
904,1748,11,"On November 26, 2014, Punk appeared on his friend Colt Cabana's ""Art of Wrestling"" podcast. During the podcast, Punk dec"
905,1938,15,"After gaining independence in 1991 with the end of the Soviet Union, Azerbaijan made the long and difficult change from "
906,1831,12,"One day, the KND are playing a videogame. While Numbuh 2 gives Numbuh 1 a training simulation helmet, which according to"
907,1774,26,"The main character Lloyd Irving and his friends, Genis Sage and Colette Brunel, are sent away from the town where Lloyd "
908,1707,12,Francetić earned his only military education and officer rank while serving the Kingdom of Yugoslavia Army. He became a 
909,1988,17,Nowruz has been celebrated by people from different ethnic communities and religious backgrounds for thousands of years.
910,1900,25,"Olive Thomas (October 20, 1894 – September 10, 1920) was an American silent movie actress and model. Her first movie, ""M"
911,1546,16,"""When prominent Ustashi [Ustaše] leaders claimed that they slaughtered a million Serbs (including babies, children, wome"
912,1706,14,"Queen Mother Moore (born Audley Moore; July 27, 1898 – May 2, 1997) was a strong African-American civil rights leader an"
913,1960,25,"Rather than ignore or accept the situation, Lincoln had to mend a broken nation or see it torn apart. Between the presid"
914,1561,13,"At the next race in Monaco, Verstappen qualified second behind Charles Leclerc, but Leclerc suffered a driveshaft failur"
915,1591,8,"The National Hurricane Center began monitoring a tropical wave that would later become Gamma around November 11, but the"
916,1954,20,"On September 20, 2007, the very successful manager José Mourinho left the club by ""mutual consent"". This exit came just "
917,1882,16,"Clark was born in Macon, Georgia. He graduated from LaGrange College in 1969 with a degree in the performing arts. A dec"
918,2328,21,Food shops have been around since antiquity. Originally each type of merchandise had a specialised shop where one would 
919,2345,18,"Epidemiological investigations may lead to a reductionist or limited point of view, medical anthropology provides a more"
920,1969,23,He defeated Jeff Hardy to again retain the WWE Title at the Royal Rumble. John Cena returned and won the 2008 Royal Rumb
921,1618,16,The color strong force is the strong interaction between the three quarks that a proton or neutron is made of. It is cal
922,1581,22,"Thurgood Marshall attended Frederick Douglass High School in Baltimore, Maryland and was in the class with the brightest"
923,2059,26,"In 674 Benedict Biscop, a Northumbrian nobleman, built a monastery known as Monkwearmouth. Egfrith, King of Northumbria "
924,2347,20,"The Military Commissions Act 2006 was passed on 17 October 2006, allowing trial in military court for war criminals. On "
925,1976,27,"In 1824, Governor Sir Thomas Brisbane asked Hovell to go with Hamilton Hume to explore the south part of New South Wales"
926,1585,9,"Today, South Koreans write using a mix of hangul (the native Korean alphabet) and hanja 漢子 (the Korean version of Chines"
927,1886,24,"Ocala has two main seasons: the dry season (October–May) and the wet season (June–September). During the dry season, the"
928,1749,7,In February 2010 the band recorded the album Untill March 2013 for their new album Bank Annocued Sheri next Album In Sep
929,1822,20,"Congress has several powers related to war and the armed forces. Under the War Powers Clause, only Congress may declare "
930,1595,13,"In another cutscene a human ship with Master Chief,Johnson and Cortana aboard follows the covenant ship through the port"
931,1656,25,Anil Kumble (full name:Anil Radhakrishna Kumble)is a retired Indian cricketer who captained Indian national cricket team
932,1997,15,The political problems that motivated the coup was due to the political instability in Turkey between the period of 1970
933,1637,14,"All Kenyans of school-going age are required to attend Primary School. However, school fees and required uniforms often "
934,1816,16,"Rani slowly begins to gain confidence by taking control of her decisions. Realizing her earning potential, she wins a co"
935,1555,18,"Toby is giving a puppet show for Monica, their mutual love becomes more obvious. When Baba comes home, she resumes her a"
936,1529,19,It happened on 2 May 2008. The storm was estimated to be category 4 (105 mph) Cyclone Nargis Caused destruction and at l
937,1623,15,"He made his national debut on 25 May 1942, in Buenos Aires against Uruguay, in the Copa Lipton match. He took part in mi"
938,1511,13,"Early on August 3, the Japan Meteorological Agency (JMA) upgraded an area of low pressure near Wake Island to a tropical"
939,1711,20,"Frogs in ""Pseudis"" find mates and lay eggs the same way most frogs do. However, their tadpoles are different. The tadpol"
940,1601,27,"Tanaka was born in Matsumoto on July 31, 1982. He played for Yokohama Flügels youth team. However Flügels was merged wit"
941,2093,17,"When Umm Kulthum first moved to Cairo, she continued singing religious songs in concerts and celebrations but did not fi"
942,1896,15,Rodger increasingly shared with his few friends his disturbing fantasies about dominating the world and committing acts 
943,1861,13,The words of Otani's citation explain: Staff Sergeant Kazuo Otani distinguished himself by extraordinary heroism in acti
944,1692,15,"Percy Jackson and Charles Beckendorf are on the same team for capture the flag. Beckendorf, a son of Hephaestus, has a s"
945,1512,12,"Vimto is a sweet drink created in 1908 in the centre of Manchester by Noel Nichols of Blackburn, Lancashire (1883–1966)."
946,1725,9,"In the span of 23 years, Lupu made over 20 recordings for Decca Records. His first recording was made in the spring of 1"
947,1817,10,The attacks reignited debates over gun control and the need for enhancements in the healthcare system in the United Stat
948,2083,24,"Vanuatu has diplomatic relations with more than 65 countries. It has a very small network of embassies. Only Australia, "
949,2072,21,In 1917 the Russian Revolution took place. The country was in a chaotic state so Prokofiev went to the United States. Af
950,1564,18,"After Hankerson signed a distribution deal with Jive Records, he signed Aaliyah to his label named Blackground Records w"
951,1651,6,The story rewinds to their final year at the ICE where Rancho and Farhan use the duplicate keys provided by Pia to break
952,1859,7,"In 1960, the first ""Popeye the Sailor"" animated television series was produced for first-run syndication which proved su"
953,1773,18,Suppose that you are organizing housing accommodations for a group of four hundred university students. Space is limited
954,1699,15,"Seeing his potential, FLN (National Liberation Front) militants explained to him that Algeria was a victim of colonialis"
955,2132,32,Judith's parents met at a restaurant in Los Angeles that was well known as a meeting place for immigrants. Maria worked 
956,2029,8,"Since the end of the Cold War and the formal end of colonialism, the Non-Aligned Movement has been forced to redefine it"
957,1544,21,In the 1960s Barbie's friends joined the line up of fashion dolls. Ken was her boyfriend and came to be in 1962. The Ken
958,1618,17,"Cheiron Studios was a recording studio. It was located at Kungsholmen, Stockholm, Sweden. It was founded in 1992 by Denn"
959,1651,17,"Hibari Misora was born Kazue Katō in Isogo-ku, Yokohama, Japan. Her father was Masukichi Katō, a fishmonger, and her mot"
960,1515,11,Other writers disagree with Blackstone. They say that the cucking stool and the ducking stool are really two different t
961,2387,18,"The ""Golden everlasting"" had been introduced to farming in England by 1791. German horticulturist Herren Ebritsch obtain"
962,1932,17,"He was inspired by 'Annu Master' who had performed the first drag dance of Jaisalmer region, he started learning drag da"
963,1858,16,Arthur Friedenreich (18 July 1892 – 6 September 1969) was a Brazilian professional footballer who played as a forward. H
964,1583,10,The words of Hajiro's citation explain: Private Barney F. Hajiro distinguished himself by extraordinary heroism in actio
965,1839,25,"This episode is the second episode of Singer 2018. It was recorded on January 11, 2018, and was broadcast on January 19,"
966,1603,12,"The band used Trillion, a subsidiary of Trident Studios, their former management company and recording studio. They hire"
967,2032,25,"In the first episodes of 2011 series, ""The Impossible Astronaut""/""Day of the Moon"", River, Rory and Amy (Karen Gillan ar"
968,1597,13,"Like live action, machinima is recorded in real-time, and real people can act and control the camera. Filmmakers are oft"
969,1805,10,"A very similar, but not necessarily identical and the same view is philosophical theism, which recognizes the existence "
970,1793,14,Paul's letter is to settle an important question of that day. It is if the gentile Christians must first join the Jewish
971,1905,19,The story is set in 1945 in Japan during the final months of World War II. Seita (aged 14) and his younger sister Setsuk
972,1567,7,The Italians in coastal Slovenia and Croatia were mostly an indigenous population (in 1910 they accounted for more than 
973,1654,16,"Several years before the ""Angel"" first showed on television, writer Joss Whedon created the idea behind ""Buffy the Vampi"
974,1519,13,"Hecate (, ""Hekátē"") is the goddess of magic, crossroads, witchcraft, sorcery, ghosts and necromancy in ancient Greek rel"
975,1885,28,"While two tank companies of ""9. Panzerdivision"" remained to pursue the French, the other four began to cross the Moerdij"
976,1501,13,"The PSD was founded in 1974, two weeks after the Carnation Revolution and in 1976 adopted its current name. In 1979, the"
977,1592,16,In June 2008 the band supported Radiohead on the Manchester date of their world tour and went on a headline tour of the 
978,1771,19,"Yano was born in Hamamatsu on April 5, 1984. After graduating from Hamana High School, he joined J1 League club Kashiwa "
979,1844,17,"Dieckmann and Gray won the director Friedrich Wilhelm Murnau, who made movies until 1919, but had made ​​his first seven"
980,1659,22,"In an interview, lead guitarist Noel Gallagher said of the song: """"Some of the lyrics were written when I was out of it."
981,1504,7,"After being classified as a subtropical cyclone, Olga kept an organized outflow, and located to the southeast of a stron"
982,1661,14,"In the United States, the combined oral contraceptive pill was first given to women in 1960. It was a revolutionary brea"
983,1912,20,Robert Jermain Thomas ( 17 September 1840disappeared 31 August 1866) was a Welsh Protestant Christian man who served as 
984,1592,9,"Verstappen and Hamilton were on equal points in the Drivers' Championship going into the final round, the Saudi Arabian "
985,2041,12,"In 2011, he released the documentary ""Breaking the Taboo"", which discusses alternative policies for the failed war on dr"
986,2265,19,"The term Turcophone Iran or Turks of Iran typically applies to Iranian Azerbaijan, Fars Province ( nomads) and northern "
987,1899,15,"In early 2021, potential laws were started. These laws would limit the teaching of critical race theory in public school"
988,2368,24,"In the first century BCE, present-day Martigny was an oppidum or vicus of a Celtic tribe, the Veragri. It was then calle"
989,1616,11,Nintendo started making the game with the creation of the characters and camera system. Miyamoto and the other designers
990,1508,18,"At the start of the movie, a young Diego is crossing illegally in to the United States from Mexico. Along the way, he me"
991,2250,22,Eternal Sunshine of the Spotless Mind is a 2004 American romantic drama movie set in New York. It was released on March 
992,2010,14,Among the Bantu tribes a man has the refusal of all the younger sisters of his wife as they attain puberty. Practically 
993,2113,15,"David Yang's main studies were with Martha Strongin Katz, Heidi Castleman, Karen Ritscher, and Stephen Wyrczynski. He is"
994,1808,27,"Jesse Katsopolis is the brother-in-law of Danny, the younger brother of Pam and the uncle of her daughters D.J., Stephan"
995,1502,10,The first people to speak about evolution were Empedocles and other Greek philosophers in Europe (5th century BCE) andTa
996,1796,16,"The word ""Zionism"" was first used in 1890. It comes from Zion, meaning Jerusalem, though it can also symbolically mean t"
997,2006,15,"It is set in ""third-person"" which means the player can see the person (in this case it is CJ) on the screen. He is contr"
998,1724,18,"On April 27, 1763, Pontiac spoke at a council on the banks of the Ecorse River, in what is now Lincoln Park, Michigan, a"
999,1535,14,"In the first four episodes, the studio audience with voting devices determined the audience for the show shown, which wa"
1000,1520,7,"Hasbro initially hired Faust to create a pitch bible for the show, allowing her to get additional help with conceptualiz"
1001,1607,11,"Marc Mero and Goldust began the match but Goldust soon tagged in Luna Vachon, requiring Sable to be tagged in too. Howev"
1002,1628,12,"The defendant appealed his conviction to the Kentucky Supreme Court, which upheld the conviction. That court cited ""Swai"
1003,1607,16,"There are some old customs that only a few people or even no one does any more. People still do their ""spring cleaning"" "
1004,1600,21,"After the American Civil War, Alcott wrote fun and smart books under the name A. M. Barnard. One of her books was ""A Lon"
1005,2185,14,"He made his national debut on 1 February 1937, during the final of the 1937 Campeonato Sudamericano de Football between "
1006,1617,13,"•Mirza Muhammad Siraj-ud-Daulah was born in Murshidabad,Bengal on 1733 to Zain-Ud-Din-Ahmed-Khan(Father), and Amina Begu"
1007,1924,23,Letsch never played professional football. He started his coaching career at VfB Oberesslingen/Zell as playing coach. In
1008,1875,19,"Ohio State's main urban campus is in Columbus. It has a size of 1755 acres, and it is about north of the city's downtown"
1009,1611,12,"Besides Jesselton, there has been a number of other claims as to the original name for Kota Kinabalu. The most popular, "
1010,1781,19,"Montgomery was very popular with the men of the Eighth Army, and when he took command Army's fighting spirit and abiliti"
1011,1530,16,"Radagast the Brown is a character in the book ""The Lord of the Rings"". In the Third Age Radagast came to Middle-earth as"
1012,1685,18,"One of the problems of this period was slavery. By 1861, over three million African-Americans were enslaved in the South"
1013,1572,22,"Elizabeth Bathory (1560–1614) was a countess who lived in Transylvania, then a part of the Kingdom of Hungary. She was f"
1014,1677,12,The battle for self-determination and maintaining their own identity for the indigenous people of Western Sahara still o
1015,2110,20,"As in the fresco of Sir John Hawkwood, Uccello does not use many colours. The pictures are painted in white, pale grey, "
1016,1793,16,"There are five basic barcode readers -- pen wands, slot scanners, Charge-Couple Device ( CCD ) scanners, image scanners,"
1017,1857,16,Batman & Robin is a 1997 American action-adventure movie directed by Joel Schumacher. It is based on the comic book char
1018,2014,25,Taft was appointed as Hamilton County's assistant prosecutor in October 1880. When president Chester Arthur appointed Ta
1019,1555,22,In 672 the Picts revolted and threw out the king that the Northumbrians had placed on the throne there. Ecgfrith sent hi
1020,1533,11,"The necessary and proper clause has been interpreted extremely broadly, thereby giving Congress wide latitude in legisla"
1021,2150,33,"Georg Forster was born in Nassenhuben on 27 November 1754. Nassenhuben is a village near Danzig which is now Mokry Dwór,"
1022,2081,28,"In Lynn County, trouble between free-state and pro-slavery settlers began in about 1856. This was when a large group of "
1023,1635,22,The book begins with a meeting of many leaders. They make plans to stop the evil Arawn from taking over Prydain. The lea
1024,1714,13,"She returned to television on January 16, 2007 and cut a promo announcing she was newly single and bringing back ""Kelly'"
1025,1676,21,"Continuing their attacks, the Union Army under Grant began their third offensive against Richmond-Petersburg. General Wi"
1026,2032,24,"The Justice Party, officially the South Indian Liberal Federation, was a political party in the Madras Presidency of Bri"
1027,1559,9,The Tag Team Championship match began with Billy Gunn facing Chainsaw Charlie and Road Dogg exchanging blows with Cactus
1028,1676,14,"The majority of the electricity in Luxembourg comes from Germany via two double high-voltage 220,000 volt (220 kV) lines"
1029,2011,14,"Homosexual acts and adultery are criminal and punishable by life imprisonment or death after multiple offenses, and the "
1030,1555,10,"The F-15SE will feature next-generation Joint Helmet Mounted Cueing System produced by Vision Systems International, Elb"
1031,1560,11,"After completing his performances on the football fields, Yaroslav Pollack began his coaching career. From 1982 to 1983 "
1032,1769,10,"The show functions under a translation convention for baby talk, which is presented as essentially a separate language w"
1033,2151,13,Democratic Senator Richard Blumenthal from Connecticut advocated for the reinstatement of gun-control measures previousl
1034,1979,15,The median income divides households in the US evenly in the middle with half of all household earning more than the med
1035,1681,19,"The Maken are a caste, or clan of Jat origin and are claimed to ancest from Jats. They are mostly settled in the Sargodh"
1036,1746,12,"The current Zhejiang University was formed officially in 1998, but the main root of it, Qiushi Academy, dates back to 18"
1037,1533,13,"Later on, Archie is in a broken elevator with a woman who Archie thought was crazy, an African American businessman and "
1038,1532,18,"A trial is where two people or two groups of people argue in a court. In a civil trial, there is a plaintiff and a defen"
1039,2333,28,"Umm Kulthum's exact date of birth is not known. According to birth records of the Province, it is thought to be on 4 May"
1040,1552,16,A number of reform movements began during this period after 1815. The improved economy after the War of 1812 provided a 
1041,1536,12,The words of Kuroda's citation explain: Staff Sergeant Robert T. Kuroda distinguished himself by extraordinary heroism i
1042,1589,15,Despite great advances made to lift minorities out of poverty and many African Americans and Latino Americans joining th
1043,1512,16,Shaurya and Mehek are reborn. Mehek is born into a poor household where her father resents her being a girl. On the othe
1044,2208,20,A system is a model used to describe the behaviour of something in the real world that takes inputs and produces outputs
1045,1687,23,Chailert continues to advocate for Asian Elephants and tries her best to raise awareness throughout the world. She has s
1046,1799,10,"At 05:45 24th of May, German lookouts spotted smoke in the distance which turned out to be from two of the Royal Navy's "
1047,2200,19,Most padlocks can be opened by inserting a thin piece of metal called a shim between the shackle and the body of the loc
1048,1552,11,The concept of Free Walking Tour in the tourism branch can be compared with a freeware on the IT-market. Free software c
1049,1757,20,"During World War II, allied field hospitals were mobile. They usually held about 400 beds while the more stationary evac"
1050,2026,19,"That the principles already advanced by Virginia & Kentucky are not to be yielded in silence, I presume we all agree. I "
1051,1686,20,"Tanu eagerly waits for Rishi to return. Rishi, who now is a boxer and doesn't believe in love, has forgotten Tanu and al"
1052,1504,12,"Bohr and his colleagues argued that photons, electrons, etc. do not have either position or momentum until they are meas"
1053,1568,14,"Rodger began to meticulously plan his attack around Halloween of 2013 but eventually scrapped the idea, fearing the heig"
1054,1563,20,"After getting the consent of his master, he volunteered in 1781 to join the American army under the Marquis de Lafayette"
1055,2129,23,"The newspaper was innovative: It used new printing technologies, sent a military correspondent to cover the Sino-French "
1056,1847,20,The Torx is a Bop It spin-off made by Big Monster Toys under Hasbro that was released in 2000. The game has two twistabl
1057,1728,13,Women Democratic Front (WDF) was officially started on 8 March 2018 on the International Women's Day. It's foundation wa
1058,1963,16,The right to a speedy trail originated with the Assize of Clarendon in 1166. It says that justice must be provided to ro
1059,1708,19,"The Bearded Collie's legend is that Kazimierz Grabski, a Polish merchant, traded some grain for sheep in Scotland in 151"
1060,1759,17,"Discussing whether his character could ever find a soulmate, John Barrowman refutes that Jack ""likes everybody, and his "
1061,1982,22,"Quarks are very small things that make up everything we see (matter). There are six different ""flavors"" of quarks: the u"
1062,1653,13,"After the end of Rao's tenure in May 1996, the nation saw four prime ministers in a span of three years, """", two tenures"
1063,1720,15,"In the 19th century, divorce laws were changed, and became more liberal. Divorce was still only possible in the case of "
1064,1741,11,The words of Inouye's citation explain: Second Lieutenant Daniel K. Inouye distinguished himself by extraordinary herois
1065,1675,10,He founded Zeon Properties in Penang in November 2012 and is the current CEO. It is positioned as a real estate agency t
1066,1711,24,"She was born with a disfigured hand and a disease called scrofula. When she was a baby, her mother died. Germaine's fath"
1067,2036,21,"In 1979, he released a soundtrack album, Journey Through The Secret Life Of Plants for a documentary The Secret Life Of "
1068,1810,11,The York & Malton franchise was also rated outstanding in 2018. The CQC reported: ‘The culture at Home Instead Senior Ca
1069,1584,13,"On March 30, the JMA began monitoring an area of low pressure southwest of Yap. By April 2, the system developed a low-l"
1070,1778,12,"Executive producers Damon Lindelof and Carlton Cuse stated that they ""always envisioned ""Lost"" as a show with a beginnin"
1071,1606,41,"In 1935 the art section was changed into Art Museum, in 1947 it was called State Museum of Armenia and from 1991 it was "
